Patient Name         : Acuros HN evaluation, RC physics
Patient ID           : Case7_Dm
Comment              : DVHs for one plan
Date                 : 21 November 2016 14:49:53
Exported by          : rcole
Type                 : Cumulative Dose Volume Histogram
Description          : The cumulative DVH displays the percentage (relative)
                       or volume (absolute) of structures that receive a dose
                       equal to or greater than a given dose.

Plan: Case7_Dm
Course: 1
Plan Status: Unapproved
Prescribed dose [Gy]: 65.010
% for dose (%): 100.0

Structure: Artifact_P2
Approval Status: Unapproved
Plan: Case7_Dm
Course: 1
Volume [cm³]: 79.5
Dose Cover.[%]: 100.0
Sampling Cover.[%]: 100.0
Min Dose [%]: 1.3
Max Dose [%]: 110.7
Mean Dose [%]: 64.8
Modal Dose [%]: 105.5
Median Dose [%]: 60.1
STD [%]: 24.6
Equiv. Sphere Diam. [cm]: 5.3
Conformity Index: N/A
Gradient Measure [cm]: N/A

Relative dose [%]           Dose [Gy] Ratio of Total Structure Volume [%]
             44.8             29.1245                   75.0389
             44.9             29.1895                   74.8699
               45             29.2545                   74.7026
             45.1             29.3195                   74.5306
             45.2             29.3845                   74.3674
             45.3             29.4495                   74.2034
             45.4             29.5145                   74.0397
             45.5             29.5795                   73.8623
             45.6             29.6446                   73.6905
             45.7             29.7096                   73.5199
             45.8             29.7746                   73.3565
             45.9             29.8396                   73.1987
               46             29.9046                   73.0384
             46.1             29.9696                   72.8775
             46.2             30.0346                   72.7143
             46.3             30.0996                   72.5566
             46.4             30.1646                   72.3949
             46.5             30.2296                   72.2338
             46.6             30.2947                   72.0787
             46.7             30.3597                   71.9229
             46.8             30.4247                   71.7651
             46.9             30.4897                   71.5948
               47             30.5547                   71.4358
             47.1             30.6197                   71.2752
             47.2             30.6847                   71.1169
             47.3             30.7497                   70.9654
             47.4             30.8147                   70.8143
             47.5             30.8797                   70.6592
             47.6             30.9448                   70.4911
             47.7             31.0098                   70.3314
             47.8             31.0748                   70.1822
             47.9             31.1398                   70.0234
               48             31.2048                   69.8661
             48.1             31.2698                   69.7129
             48.2             31.3348                   69.5575
             48.3             31.3998                   69.4031
             48.4             31.4648                   69.2517
             48.5             31.5298                   69.0967
             48.6             31.5949                   68.9338
             48.7             31.6599                    68.772
             48.8             31.7249                   68.6089
             48.9             31.7899                   68.4534
               49             31.8549                    68.304
             49.1             31.9199                   68.1374
             49.2             31.9849                    67.967
             49.3             32.0499                   67.8099
             49.4             32.1149                   67.6454
             49.5             32.1799                   67.4962
             49.6              32.245                   67.3422
             49.7               32.31                    67.172
             49.8              32.375                   67.0184
             49.9               32.44                   66.8597
               50              32.505                     66.69
             50.1               32.57                   66.5233
             50.2              32.635                   66.3594
             50.3                32.7                   66.1941
             50.4              32.765                   66.0256
